1_0_19_4D20_12_600_FFFF0000_0_0_0       |  ESPN Premium                      |  4D20_12_600_FFFF0000=--------                     |  espn premium=espnpremium
1_0_19_1B21_802_2_11A0000_0_0_0         |  ETV4                              |  1B21_802_2_11A0000=--------                       |  etv4=bbctwo
1_0_19_2851_7FE_2_11A0000_0_0_0         |  ETV5                              |  2851_7FE_2_11A0000=--------                       |  etv5=bbcone
1_0_1_233F_2328_13E_820000_0_0_0        |  Euronews                          |  233F_2328_13E_820000=--------                     |  euronews=euronews
1_0_19_4B7C_815_600_FFFF0000_0_0_0      |  Euronews                          |  4B7C_815_600_FFFF0000=--------                    |  euronews=euronews
1_0_1_D3D0_839_2_11A0000_0_0_0          |  Euronews                          |  D3D0_839_2_11A0000=--------                       |  euronews=euronews
1_0_C_3F34_3006_233A_EEEE0000_0_0_0     |  EuroNews                          |  3F34_3006_233A_EEEE0000=--------                  |  euronews=euronews
1_0_19_233E_2328_13E_820000_0_0_0       |  Euronews English HD               |  233E_2328_13E_820000=--------                     |  euronews english hd=euronews
1_0_19_4BE8_833_600_FFFF0000_0_0_0      |  Eurosport 1                       |  4BE8_833_600_FFFF0000=--------                    |  eurosport 1=eurosport1
1_0_19_4C7D_83B_600_FFFF0000_0_0_0      |  Eurosport 2                       |  4C7D_83B_600_FFFF0000=--------                    |  eurosport 2=eurosport2
1_0_1_29D1_1C20_13E_820000_0_0_0        |  EWTN                              |  29D1_1C20_13E_820000=--------                     |  ewtn=ewtn
1_0_1_CBA8_83C_2_11A0000_0_0_0          |  EWTN Catholic                     |  CBA8_83C_2_11A0000=--------                       |  ewtn catholic=ewtn
1_0_2_CBA9_83C_2_11A0000_0_0_0          |  EWTN Catholic                     |  CBA9_83C_2_11A0000=--------                       |  ewtn catholic=ewtn
1_0_C_8800_800A_233A_EEEE0000_0_0_0     |  Faith TV                          |  8800_800A_233A_EEEE0000=--------                  |  faith tv=--------
1_0_1_C4D0_811_2_11A0000_0_0_0          |  Faith UK                          |  C4D0_811_2_11A0000=--------                       |  faith uk=faithuk
1_0_1_D74F_82F_2_11A0000_0_0_0          |  Faith World TV                    |  D74F_82F_2_11A0000=--------                       |  faith world tv=faithworldtv
1_0_19_4E53_803_600_FFFF0000_0_0_0      |  Family7                           |  4E53_803_600_FFFF0000=--------                    |  family7=family7
1_0_19_4E38_802_600_FFFF0000_0_0_0      |  Fashion TV HD                     |  4E38_802_600_FFFF0000=--------                    |  fashion tv hd=fashiontv
1_0_19_4CC5_819_600_FFFF0000_0_0_0      |  Film1 Action                      |  4CC5_819_600_FFFF0000=--------                    |  film1 action=film1action
1_0_19_4CBD_819_600_FFFF0000_0_0_0      |  Film1 Drama                       |  4CBD_819_600_FFFF0000=--------                    |  film1 drama=film1drama
1_0_19_4CC6_819_600_FFFF0000_0_0_0      |  Film1 Family                      |  4CC6_819_600_FFFF0000=--------                    |  film1 family=film1family
1_0_19_4CC8_819_600_FFFF0000_0_0_0      |  Film1 On Demand.                  |  4CC8_819_600_FFFF0000=--------                    |  film1 on demand=film1
1_0_19_4CC9_819_600_FFFF0000_0_0_0      |  Film1 On Demand.                  |  4CC9_819_600_FFFF0000=--------                    |  film1 on demand=film1
1_0_19_4D21_12_600_FFFF0000_0_0_0       |  Film1 Pakket                      |  4D21_12_600_FFFF0000=--------                     |  film1 pakket=film1
1_0_19_4CC7_819_600_FFFF0000_0_0_0      |  Film1 Premiere                    |  4CC7_819_600_FFFF0000=--------                    |  film1 premiere=film1premiere
1_0_1_1A2E_834_2_11A0000_0_0_0          |  Film4                             |  1A2E_834_2_11A0000=--------                       |  film4=filmfour
1_0_1_20BE_808_2_11A0000_0_0_0          |  Film4                             |  20BE_808_2_11A0000=--------                       |  film4=filmfour
1_0_1_20C1_2005_233A_EEEE0000_0_0_0     |  Film4                             |  20C1_2005_233A_EEEE0000=--------                  |  film4=filmfour
1_0_1_20BD_808_2_11A0000_0_0_0          |  Film4+1                           |  20BD_808_2_11A0000=--------                       |  film4+1=filmfourplus1
1_0_1_57C0_5040_233A_EEEE0000_0_0_0     |  Film4+1                           |  57C0_5040_233A_EEEE0000=--------                  |  film4+1=filmfourplus1
1_0_19_E32_7ED_2_11A0000_0_0_0          |  Film4 HD                          |  E32_7ED_2_11A0000=--------                        |  film4 hd=filmfour
1_0_19_4E23_801_600_FFFF0000_0_0_0      |  FilmBox                           |  4E23_801_600_FFFF0000=--------                    |  filmbox=filmbox
1_0_2_2B2A_803_600_FFFF0000_0_0_0       |  Fip                               |  2B2A_803_600_FFFF0000=--------                    |  fip=fip
1_0_19_86_4B0_110_820000_0_0_0          |  Focus HD                          |  86_4B0_110_820000=--------                        |  focus hd=focusmediasethd
1_0_1_5A00_5040_233A_EEEE0000_0_0_0     |  Food Network                      |  5A00_5040_233A_EEEE0000=--------                  |  food network=foodnetwork-clivebesle
1_0_1_CCF8_7E1_2_11A0000_0_0_0          |  Food Network                      |  CCF8_7E1_2_11A0000=--------                       |  food network=foodnetwork-clivebesle
1_0_1_CD10_7E1_2_11A0000_0_0_0          |  Food Network                      |  CD10_7E1_2_11A0000=--------                       |  food network=foodnetwork-clivebesle
1_0_19_3B63_12C_13E_820000_0_0_0        |  Food Network HD                   |  3B63_12C_13E_820000=--------                      |  food network hd=foodnetwork
1_0_1_CCFA_7E1_2_11A0000_0_0_0          |  Food Netwrk+1                     |  CCFA_7E1_2_11A0000=--------                       |  food netwrk+1=foodnetworkplus1-clivebesle
1_0_C_3FF2_3006_233A_EEEE0000_0_0_0     |  FRANCE 24                         |  3FF2_3006_233A_EEEE0000=--------                  |  france 24=france24
1_0_19_328_3BC4_13E_820000_0_0_0        |  France 24 English HD              |  328_3BC4_13E_820000=--------                      |  france 24 english hd=france24
1_0_19_327_3BC4_13E_820000_0_0_0        |  France 24 Francais HD             |  327_3BC4_13E_820000=--------                      |  france 24 francais hd=france24
1_0_19_CD5D_844_2_11A0000_0_0_0         |  FRANCE 24 HD                      |  CD5D_844_2_11A0000=--------                       |  france 24 hd=france24
1_0_2_4652_805_600_FFFF0000_0_0_0       |  France Chansons                   |  4652_805_600_FFFF0000=--------                    |  france chansons=--------
1_0_C_2198_2005_233A_EEEE0000_0_0_0     |  Freeview                          |  2198_2005_233A_EEEE0000=--------                  |  freeview=freeview
1_0_19_3B65_12C_13E_820000_0_0_0        |  -frisbee-                         |  3B65_12C_13E_820000=--------                      |  -frisbee-=frisbee
1_0_2_27E9_806_600_FFFF0000_0_0_0       |  FunX                              |  27E9_806_600_FFFF0000=--------                    |  funx=npofunx
1_0_19_2FC4_2260_FBFF_820000_0_0_0      |  Gambero Rosso HD                  |  2FC4_2260_FBFF_820000=--------                    |  gambero rosso hd=gamberorossohd
1_0_19_2FC5_2260_FBFF_820000_0_0_0      |  Gambero Rosso HD                  |  2FC5_2260_FBFF_820000=--------                    |  gambero rosso hd=gamberorossohd
1_0_1_6AE0_6040_233A_EEEE0000_0_0_0     |  GB News                           |  6AE0_6040_233A_EEEE0000=--------                  |  gb news=gbnews
1_0_19_C441_837_2_11A0000_0_0_0         |  GB News HD                        |  C441_837_2_11A0000=--------                       |  gb news hd=gbnews
1_0_1_5F80_5040_233A_EEEE0000_0_0_0     |  Gemporia                          |  5F80_5040_233A_EEEE0000=--------                  |  gemporia=gemporia
1_0_19_D754_82F_2_11A0000_0_0_0         |  Gemporia HD                       |  D754_82F_2_11A0000=--------                       |  gemporia hd =--------
1_0_1_C4DB_811_2_11A0000_0_0_0          |  GEO News                          |  C4DB_811_2_11A0000=--------                       |  geo news=geonews
1_0_1_C4DA_811_2_11A0000_0_0_0          |  GEO TV                            |  C4DA_811_2_11A0000=--------                       |  geo tv=geotv
1_0_19_10E2_3E8_13E_820000_0_0_0        |  GIALLO HD                         |  10E2_3E8_13E_820000=--------                      |  giallo hd=giallo
1_0_2_101B_C86_600_FFFF0000_0_0_0       |  GigantFM                          |  101B_C86_600_FFFF0000=--------                    |  gigantfm=gigantfm
1_0_C_3F2A_3006_233A_EEEE0000_0_0_0     |  GIGS                              |  3F2A_3006_233A_EEEE0000=--------                  |  gigs=--------
1_0_2_E31_1C20_13E_820000_0_0_0         |  Giornale Radio                    |  E31_1C20_13E_820000=--------                      |  giornale radio=giornaleradio
1_0_C_3F9E_3006_233A_EEEE0000_0_0_0     |  Global Arabic +                   |  3F9E_3006_233A_EEEE0000=--------                  |  global arabic +=--------
1_0_1_D06B_83E_2_11A0000_0_0_0          |  G! Mystery+1                      |  D06B_83E_2_11A0000=--------                       |  g! mystery+1=greatmysteryplus1
1_0_1_D326_836_2_11A0000_0_0_0          |  GOD Channel                       |  D326_836_2_11A0000=--------                       |  god channel=godtv
1_0_2_2559_82F_2_11A0000_0_0_0          |  Gold Radio                        |  2559_82F_2_11A0000=--------                       |  gold radio=goldradio
1_0_2_4694_808_600_FFFF0000_0_0_0       |  Got the Blues                     |  4694_808_600_FFFF0000=--------                    |  got the blues=xitemusic
1_0_1_2336_2328_13E_820000_0_0_0        |  GO-TV CHANNEL                     |  2336_2328_13E_820000=--------                     |  go-tv channel=gotvchannel
1_0_2_465D_805_600_FFFF0000_0_0_0       |  Gouwe Ouwe                        |  465D_805_600_FFFF0000=--------                    |  gouwe ouwe=xitemusic
1_0_2_4681_807_600_FFFF0000_0_0_0       |  Grand Prix Radio                  |  4681_807_600_FFFF0000=--------                    |  grand prix radio=grandprixradio
1_0_1_3CD8_3006_233A_EEEE0000_0_0_0     |  Great! Action                     |  3CD8_3006_233A_EEEE0000=--------                  |  great! action=greatmoviesaction
1_0_1_D03E_83E_2_11A0000_0_0_0          |  Great! Action                     |  D03E_83E_2_11A0000=--------                       |  great! action=greatmoviesaction
1_0_1_D071_83E_2_11A0000_0_0_0          |  Great! Action                     |  D071_83E_2_11A0000=--------                       |  great! action=greatmoviesaction
1_0_1_D075_83E_2_11A0000_0_0_0          |  Great! Action+1                   |  D075_83E_2_11A0000=--------                       |  great! action+1=greatmoviesactionplus1
1_0_1_3CE0_3006_233A_EEEE0000_0_0_0     |  Great! Movies                     |  3CE0_3006_233A_EEEE0000=--------                  |  great! movies=greatmovies
1_0_1_6CE0_6040_233A_EEEE0000_0_0_0     |  Great! Mystery                    |  6CE0_6040_233A_EEEE0000=--------                  |  great! mystery=greatmystery
1_0_1_D034_83E_2_11A0000_0_0_0          |  Great! Mystery                    |  D034_83E_2_11A0000=--------                       |  great! mystery=greatmystery
1_0_1_D043_83E_2_11A0000_0_0_0          |  Great! Mystery                    |  D043_83E_2_11A0000=--------                       |  great! mystery=greatmystery
1_0_1_6EC0_6040_233A_EEEE0000_0_0_0     |  Great! Player                     |  6EC0_6040_233A_EEEE0000=--------                  |  great! player=greatplayer
1_0_1_6AA0_6040_233A_EEEE0000_0_0_0     |  Great! Romance                    |  6AA0_6040_233A_EEEE0000=--------                  |  great! romance=greatromance
1_0_1_D048_83E_2_11A0000_0_0_0          |  Great! Romance                    |  D048_83E_2_11A0000=--------                       |  great! romance=greatromance
1_0_1_5DA0_5040_233A_EEEE0000_0_0_0     |  Great! TV                         |  5DA0_5040_233A_EEEE0000=--------                  |  great! tv=greattv
1_0_1_6A20_6040_233A_EEEE0000_0_0_0     |  Great! TV                         |  6A20_6040_233A_EEEE0000=--------                  |  great! tv=greattv
1_0_1_D039_83E_2_11A0000_0_0_0          |  Great! TV                         |  D039_83E_2_11A0000=--------                       |  great! tv=greattv
1_0_1_D07F_83E_2_11A0000_0_0_0          |  Great! TV                         |  D07F_83E_2_11A0000=--------                       |  great! tv=greattv
1_0_1_6EE0_6040_233A_EEEE0000_0_0_0     |  Great! TV +1                      |  6EE0_6040_233A_EEEE0000=--------                  |  great! tv +1=greattvplus1
1_0_1_D084_83E_2_11A0000_0_0_0          |  Great! TV+1                       |  D084_83E_2_11A0000=--------                       |  great! tv+1=greattvplus1
1_0_1_D04D_83E_2_11A0000_0_0_0          |  G! Romance+1                      |  D04D_83E_2_11A0000=--------                       |  g! romance+1=greatromanceplus1
1_0_2_2855_808_600_FFFF0000_0_0_0       |  Groot Nieuws Radio                |  2855_808_600_FFFF0000=--------                    |  groot nieuws radio=grootnieuwsradio
1_0_1_1BC5_835_2_11A0000_0_0_0          |  GTC Punjabi                       |  1BC5_835_2_11A0000=gtcpunjabi                     |  gtc punjabi=--------
1_0_19_2330_7E0_2_11A0000_0_0_0         |  H1Test                            |  2330_7E0_2_11A0000=--------                       |  h1test=--------
1_0_19_17A0_7D3_2_11A0000_0_0_0         |  HDTest2                           |  17A0_7D3_2_11A0000=--------                       |  hdtest2=--------
1_0_2_5880_5040_233A_EEEE0000_0_0_0     |  Heart                             |  5880_5040_233A_EEEE0000=--------                  |  heart=heart
1_0_2_D796_82F_2_11A0000_0_0_0          |  Heart                             |  D796_82F_2_11A0000=--------                       |  heart=heart
1_0_2_D797_82F_2_11A0000_0_0_0          |  Heart 80s                         |  D797_82F_2_11A0000=--------                       |  heart 80s=heartradio80s
1_0_2_D763_82F_2_11A0000_0_0_0          |  Heart 90s                         |  D763_82F_2_11A0000=--------                       |  heart 90s=heart90s
1_0_2_D75D_82F_2_11A0000_0_0_0          |  Heart Dance                       |  D75D_82F_2_11A0000=--------                       |  heart dance=heartdance
1_0_1_16_2_85_C00000_0_0_0              |  Heimatkanal                       |  16_2_85_C00000=--------                           |  heimatkanal=heimatkanal
1_0_19_4A64_807_600_FFFF0000_0_0_0      |  HGTV                              |  4A64_807_600_FFFF0000=--------                    |  hgtv=hgtv
1_0_19_10EE_3E8_13E_820000_0_0_0        |  HGTV HD                           |  10EE_3E8_13E_820000=--------                      |  hgtv hd=hgtv
1_0_1_8580_800A_233A_EEEE0000_0_0_0     |  High Street TV                    |  8580_800A_233A_EEEE0000=--------                  |  high street tv=highstreettv
1_0_1_D7D2_840_2_11A0000_0_0_0          |  High Street TV 1                  |  D7D2_840_2_11A0000=--------                       |  high street tv 1=highstreettv
1_0_1_D73E_82F_2_11A0000_0_0_0          |  High Street TV 2                  |  D73E_82F_2_11A0000=--------                       |  high street tv 2=highstreettv
1_0_19_4D22_12_600_FFFF0000_0_0_0       |  Hindi Pakket                      |  4D22_12_600_FFFF0000=--------                     |  hindi pakket=ziggo
1_0_2_4690_808_600_FFFF0000_0_0_0       |  Hip-Hop Evolution                 |  4690_808_600_FFFF0000=--------                    |  hip-hop evolution=xitemusic
1_0_19_DB9_1A90_FBFF_820000_0_0_0       |  History                           |  DB9_1A90_FBFF_820000=--------                     |  history=history
1_0_19_DC2_1A90_FBFF_820000_0_0_0       |  History                           |  DC2_1A90_FBFF_820000=--------                     |  history=history
1_0_19_4AF1_840_600_FFFF0000_0_0_0      |  HISTORY                           |  4AF1_840_600_FFFF0000=--------                    |  history=history
1_0_19_71_B_85_C00000_0_0_0             |  HISTORY Channel                   |  71_B_85_C00000=--------                           |  history channel=history
1_0_2_101D_C86_600_FFFF0000_0_0_0       |  HITZZZ!!                          |  101D_C86_600_FFFF0000=--------                    |  hitzzz!!=hitzzzdasradio
1_0_1_6CC0_6040_233A_EEEE0000_0_0_0     |  HobbyMaker                        |  6CC0_6040_233A_EEEE0000=--------                  |  hobbymaker=hobbymaker
1_0_19_C536_813_2_11A0000_0_0_0         |  HobbyMakerHD                      |  C536_813_2_11A0000=--------                       |  hobbymakerhd=hobbymaker
1_0_19_4E26_801_600_FFFF0000_0_0_0      |  Horse & Country TV                |  4E26_801_600_FFFF0000=--------                    |  horse & country tv=horseandcountry
1_0_19_422E_2F44_13E_820000_0_0_0       |  Horse TV HD                       |  422E_2F44_13E_820000=--------                     |  horse tv hd=horsetv
1_0_1_D78D_82F_2_11A0000_0_0_0          |  HUM EUROPE                        |  D78D_82F_2_11A0000=--------                       |  hum europe=humeurope
1_0_1_D76A_82F_2_11A0000_0_0_0          |  HUM News                          |  D76A_82F_2_11A0000=--------                       |  hum news=humnews
1_0_19_4BE2_833_600_FFFF0000_0_0_0      |  ID                                |  4BE2_833_600_FFFF0000=--------                    |  id=investigationdiscovery-jusowanusw
1_0_1_CCB0_7E1_2_11A0000_0_0_0          |  ID                                |  CCB0_7E1_2_11A0000=--------                       |  id=investigationdiscovery-jusowanusw
1_0_1_CCF1_7E1_2_11A0000_0_0_0          |  ID                                |  CCF1_7E1_2_11A0000=--------                       |  id=investigationdiscovery-jusowanusw
1_0_1_CCCA_7E1_2_11A0000_0_0_0          |  ID+1                              |  CCCA_7E1_2_11A0000=--------                       |  id+1=investigationdiscoveryplus1-jusowanusw
1_0_1_6540_6040_233A_EEEE0000_0_0_0     |  Ideal World                       |  6540_6040_233A_EEEE0000=--------                  |  ideal world=idealworld
1_0_19_C530_813_2_11A0000_0_0_0         |  Ideal World HD                    |  C530_813_2_11A0000=--------                       |  ideal world hd=idealworld
1_0_1_105D_7D4_2_11A0000_0_0_0          |  IEPG data 1                       |  105D_7D4_2_11A0000=--------                       |  iepg data 1=sky
1_0_2_5D_1770_BE_820000_0_0_0           |  InBlu                             |  5D_1770_BE_820000=--------                        |  inblu=inblu
1_0_2_5C_1770_BE_820000_0_0_0           |  INBLU2000                         |  5C_1770_BE_820000=--------                        |  inblu2000=inblu2000
1_0_19_250F_2260_FBFF_820000_0_0_0      |  Inter TV                          |  250F_2260_FBFF_820000=--------                    |  inter tv=intertv
1_0_1_CFA4_83A_2_11A0000_0_0_0          |  iON TV                            |  CFA4_83A_2_11A0000=--------                       |  ion tv=iontv
1_0_1_CFA1_83A_2_11A0000_0_0_0          |  IQRA Bangla                       |  CFA1_83A_2_11A0000=--------                       |  iqra bangla=iqrabangla
1_0_1_CFA0_83A_2_11A0000_0_0_0          |  IQRA TV                           |  CFA0_83A_2_11A0000=--------                       |  iqra tv=iqra
1_0_19_7C_4B0_110_820000_0_0_0          |  Iris HD                           |  7C_4B0_110_820000=--------                        |  iris hd=irishd
1_0_1_CB9B_83C_2_11A0000_0_0_0          |  Islam Channel                     |  CB9B_83C_2_11A0000=--------                       |  islam channel=islamchannel
1_0_1_CBA2_83C_2_11A0000_0_0_0          |  Islam Ch Urdu                     |  CBA2_83C_2_11A0000=--------                       |  islam ch urdu=islamchannelurdu
1_0_1_CFA2_83A_2_11A0000_0_0_0          |  Islam TV                          |  CFA2_83A_2_11A0000=--------                       |  islam tv=islamtv
1_0_19_79_4B0_110_820000_0_0_0          |  Italia 1 HD                       |  79_4B0_110_820000=--------                        |  italia 1 hd=italiaunohd
1_0_1_642_2454_13E_820000_0_0_0         |  Italian Fishing Tv                |  642_2454_13E_820000=--------                      |  italian fishing tv=italianfishingtv
1_0_C_84C0_800A_233A_EEEE0000_0_0_0     |  It Is Written TV                  |  84C0_800A_233A_EEEE0000=--------                  |  it is written tv=--------
1_0_1_2045_2005_233A_EEEE0000_0_0_0     |  ITV1                              |  2045_2005_233A_EEEE0000=--------                  |  itv1=itv1
1_0_1_20A9_2005_233A_EEEE0000_0_0_0     |  ITV1+1                            |  20A9_2005_233A_EEEE0000=--------                  |  itv1+1=itv1plus1
1_0_1_D7E5_840_2_11A0000_0_0_0          |  ITV1+1 Central West               |  D7E5_840_2_11A0000=--------                       |  itv1+1 central west=itv1plus1
1_0_1_D7E4_840_2_11A0000_0_0_0          |  ITV1+1 Granada                    |  D7E4_840_2_11A0000=--------                       |  itv1+1 granada=itv1plus1
1_0_1_D7E6_840_2_11A0000_0_0_0          |  ITV1+1 London                     |  D7E6_840_2_11A0000=--------                       |  itv1+1 london=itv1plus1
1_0_1_D7E7_840_2_11A0000_0_0_0          |  ITV1+1 Meridian East              |  D7E7_840_2_11A0000=--------                       |  itv1+1 meridian east=itv1plus1
1_0_19_5168_842_2_11A0000_0_0_0         |  ITV1 Anglia East HD               |  5168_842_2_11A0000=--------                       |  itv1 anglia east hd=itv1
1_0_19_524E_83F_2_11A0000_0_0_0         |  ITV1 Anglia West HD               |  524E_83F_2_11A0000=--------                       |  itv1 anglia west hd=itv1
1_0_19_5172_842_2_11A0000_0_0_0         |  ITV1 Border England HD            |  5172_842_2_11A0000=--------                       |  itv1 border england hd=itv1
1_0_19_5244_83F_2_11A0000_0_0_0         |  ITV1 Border Scotland HD           |  5244_83F_2_11A0000=--------                       |  itv1 border scotland hd=itv1
1_0_19_5258_83F_2_11A0000_0_0_0         |  ITV1 Central East HD              |  5258_83F_2_11A0000=--------                       |  itv1 central east hd=itv1
1_0_19_50DC_841_2_11A0000_0_0_0         |  ITV1 Central West HD              |  50DC_841_2_11A0000=--------                       |  itv1 central west hd=itv1
1_0_19_50F0_841_2_11A0000_0_0_0         |  ITV1 Channel Isles HD             |  50F0_841_2_11A0000=--------                       |  itv1 channel isles hd=itv1
1_0_19_5104_841_2_11A0000_0_0_0         |  ITV1 Granada HD                   |  5104_841_2_11A0000=--------                       |  itv1 granada hd=itv1
1_0_19_44C4_4084_233A_EEEE0000_0_0_0    |  ITV1 HD                           |  44C4_4084_233A_EEEE0000=--------                  |  itv1 hd=itv1
1_0_19_515E_842_2_11A0000_0_0_0         |  ITV1 London HD                    |  515E_842_2_11A0000=--------                       |  itv1 london hd=itv1
1_0_19_5208_83F_2_11A0000_0_0_0         |  ITV1 Meridian East HD             |  5208_83F_2_11A0000=--------                       |  itv1 meridian east hd=itv1
1_0_19_5217_83F_2_11A0000_0_0_0         |  ITV1 Meridian South Coast HD      |  5217_83F_2_11A0000=--------                       |  itv1 meridian south coast hd=itv1
1_0_19_5212_83F_2_11A0000_0_0_0         |  ITV1 Meridian Thames Valley HD    |  5212_83F_2_11A0000=--------                       |  itv1 meridian thames valley hd=itv1
1_0_19_510E_841_2_11A0000_0_0_0         |  ITV1 Tyne Tees HD                 |  510E_841_2_11A0000=--------                       |  itv1 tyne tees hd=itv1
1_0_19_50FA_841_2_11A0000_0_0_0         |  ITV1 Wales HD                     |  50FA_841_2_11A0000=--------                       |  itv1 wales hd=itv1
1_0_19_5118_841_2_11A0000_0_0_0         |  ITV1 West Country SW HD           |  5118_841_2_11A0000=--------                       |  itv1 west country sw hd=itv1
1_0_19_5122_841_2_11A0000_0_0_0         |  ITV1 West Country West HD         |  5122_841_2_11A0000=--------                       |  itv1 west country west hd=itv1
1_0_19_5154_842_2_11A0000_0_0_0         |  ITV1 Yorkshire East HD            |  5154_842_2_11A0000=--------                       |  itv1 yorkshire east hd=itv1
1_0_19_5230_83F_2_11A0000_0_0_0         |  ITV1 Yorkshire West HD            |  5230_83F_2_11A0000=--------                       |  itv1 yorkshire west hd=itv1
1_0_1_2085_2005_233A_EEEE0000_0_0_0     |  ITV2                              |  2085_2005_233A_EEEE0000=--------                  |  itv2=itv2
1_0_1_3E50_3006_233A_EEEE0000_0_0_0     |  ITV2+1                            |  3E50_3006_233A_EEEE0000=--------                  |  itv2+1=itv2plus1
1_0_1_D7F1_840_2_11A0000_0_0_0          |  ITV2+1                            |  D7F1_840_2_11A0000=--------                       |  itv2+1=itv2plus1
1_0_19_50E6_841_2_11A0000_0_0_0         |  ITV2 HD                           |  50E6_841_2_11A0000=--------                       |  itv2 hd=itv2
1_0_1_2066_2005_233A_EEEE0000_0_0_0     |  ITV3                              |  2066_2005_233A_EEEE0000=--------                  |  itv3=itv3
1_0_1_3E90_3006_233A_EEEE0000_0_0_0     |  ITV3+1                            |  3E90_3006_233A_EEEE0000=--------                  |  itv3+1=itv3plus1
1_0_1_D7F2_840_2_11A0000_0_0_0          |  ITV3+1                            |  D7F2_840_2_11A0000=--------                       |  itv3+1=itv3plus1
1_0_19_523A_83F_2_11A0000_0_0_0         |  ITV3 HD                           |  523A_83F_2_11A0000=--------                       |  itv3 hd=itv3
1_0_1_208A_2005_233A_EEEE0000_0_0_0     |  ITV4                              |  208A_2005_233A_EEEE0000=--------                  |  itv4=itv4
1_0_1_3E30_3006_233A_EEEE0000_0_0_0     |  ITV4+1                            |  3E30_3006_233A_EEEE0000=--------                  |  itv4+1=itv4plus1
1_0_1_D7F3_840_2_11A0000_0_0_0          |  ITV4+1                            |  D7F3_840_2_11A0000=--------                       |  itv4+1=itv4plus1
1_0_19_5159_842_2_11A0000_0_0_0         |  ITV4 HD                           |  5159_842_2_11A0000=--------                       |  itv4 hd=itv4
1_0_1_2094_2005_233A_EEEE0000_0_0_0     |  ITV Quiz                          |  2094_2005_233A_EEEE0000=--------                  |  itv quiz=itvquiz
1_0_19_5163_842_2_11A0000_0_0_0         |  ITV Quiz HD                       |  5163_842_2_11A0000=--------                       |  itv quiz hd=itvquiz
1_0_2_4691_808_600_FFFF0000_0_0_0       |  Jazz Vibes                        |  4691_808_600_FFFF0000=--------                    |  jazz vibes=xitemusic
1_0_1_C4D9_811_2_11A0000_0_0_0          |  JewelleryMaker                    |  C4D9_811_2_11A0000=--------                       |  jewellerymaker=jewellerymaker
1_0_1_6A40_6040_233A_EEEE0000_0_0_0     |  Jewellery Maker                   |  6A40_6040_233A_EEEE0000=--------                  |  jewellery maker=jewellerymaker
1_0_2_4683_807_600_FFFF0000_0_0_0       |  JOE                               |  4683_807_600_FFFF0000=--------                    |  joe=joe
1_0_2_101C_C86_600_FFFF0000_0_0_0       |  Joy Radio                         |  101C_C86_600_FFFF0000=--------                    |  joy radio=joyradio
1_0_1_191_B_85_C00000_0_0_0             |  Jukebox                           |  191_B_85_C00000=--------                          |  jukebox=jukebox
1_0_1_4237_2F44_13E_820000_0_0_0        |  JUWELO                            |  4237_2F44_13E_820000=--------                     |  juwelo=juwelo
1_0_19_3B64_12C_13E_820000_0_0_0        |  K2                                |  3B64_12C_13E_820000=k2                            |  k2=k2
1_0_1_CFA3_83A_2_11A0000_0_0_0          |  Kanshi TV                         |  CFA3_83A_2_11A0000=--------                       |  kanshi tv=kanshitv
1_0_C_3F58_3006_233A_EEEE0000_0_0_0     |  Ketchup Too                       |  3F58_3006_233A_EEEE0000=--------                  |  ketchup too=--------
1_0_C_3F48_3006_233A_EEEE0000_0_0_0     |  Ketchup TV                        |  3F48_3006_233A_EEEE0000=--------                  |  ketchup tv=--------
1_0_19_4A51_806_600_FFFF0000_0_0_0      |  Ketnet                            |  4A51_806_600_FFFF0000=--------                    |  ketnet=ketnet
1_0_2_4651_805_600_FFFF0000_0_0_0       |  Kids Disco                        |  4651_805_600_FFFF0000=--------                    |  kids disco=xitemusic
1_0_2_4682_807_600_FFFF0000_0_0_0       |  KINK                              |  4682_807_600_FFFF0000=--------                    |  kink=kink
1_0_2_2B2D_803_600_FFFF0000_0_0_0       |  KISS FM                           |  2B2D_803_600_FFFF0000=kissfm-deswephosp           |  kiss fm=kissfm
1_0_19_4250_3DB8_13E_820000_0_0_0       |  Kiss Kiss Tv HD                   |  4250_3DB8_13E_820000=--------                     |  kiss kiss tv hd=kisskiss
1_0_2_470C_840_600_FFFF0000_0_0_0       |  Klara                             |  470C_840_600_FFFF0000=--------                    |  klara=klara
1_0_2_465E_805_600_FFFF0000_0_0_0       |  Klassiek                          |  465E_805_600_FFFF0000=--------                    |  klassiek=xitemusic
1_0_2_468F_808_600_FFFF0000_0_0_0       |  Kneiterhard                       |  468F_808_600_FFFF0000=--------                    |  kneiterhard=xitemusic
1_0_2_46F7_80D_600_FFFF0000_0_0_0       |  L1 Radio                          |  46F7_80D_600_FFFF0000=--------                    |  l1 radio=l1mburg
1_0_19_544E_83B_600_FFFF0000_0_0_0      |  L1TV                              |  544E_83B_600_FFFF0000=--------                    |  l1tv=l1mburg
1_0_19_4C7E_83B_600_FFFF0000_0_0_0      |  L1 TV                             |  4C7E_83B_600_FFFF0000=--------                    |  l1 tv=l1mburg
1_0_19_7F_4B0_110_820000_0_0_0          |  La 5 HD                           |  7F_4B0_110_820000=--------                        |  la 5 hd=la5
1_0_19_49_1770_BE_820000_0_0_0          |  LA7CINEMA                         |  49_1770_BE_820000=--------                        |  la7cinema=la7cinema
